LP.,Data,Typ instrumentu,Nazwa,ISIN,Kurs otwarcia,Kurs maksymalny,Kurs minimalny,Kurs zamkniecia,Zmiana,Wolumen obrotu,Liczba transakcji,Wartosc obrotu w tys. zl,Liczba otwartych pozycji,Wartosc otwartych pozycji w mln zl,Cena nominalna obligacji,Waluta
953,2001-05-02,10,KGHM,PLKGHM000017,20.3,20.9,20.3,20.6,1.98,273039,275,11202.46,0,0,0,
954,2001-05-04,10,KGHM,PLKGHM000017,20.5,20.9,20.5,20.8,0.97,466186,436,19291.21,0,0,0,
955,2001-05-07,10,KGHM,PLKGHM000017,20.8,21.5,20.7,21,0.96,229828,423,9696.26,0,0,0,
956,2001-05-08,10,KGHM,PLKGHM000017,21,21,20.5,20.5,-2.38,122029,287,5051.87,0,0,0,
957,2001-05-09,10,KGHM,PLKGHM000017,20.3,20.5,20.1,20.5,0,149268,292,6070.61,0,0,0,
958,2001-05-10,10,KGHM,PLKGHM000017,20.4,21.3,20.4,21.1,2.92,391058,457,16467.86,0,0,0,
959,2001-05-11,10,KGHM,PLKGHM000017,21,21.9,21,21.6,2.36,696202,670,30247.94,0,0,0,
960,2001-05-14,10,KGHM,PLKGHM000017,21.4,22.4,21.4,22.4,3.7,273676,468,12020.26,0,0,0,
961,2001-05-15,10,KGHM,PLKGHM000017,22.2,22.4,21.7,21.7,-3.12,212042,437,9284.32,0,0,0,
962,2001-05-16,10,KGHM,PLKGHM000017,21.3,21.6,21.1,21.4,-1.38,192584,265,8260.25,0,0,0,
963,2001-05-17,10,KGHM,PLKGHM000017,22.2,22.2,21.5,21.6,0.93,369988,341,16215.61,0,0,0,
964,2001-05-18,10,KGHM,PLKGHM000017,21.3,21.8,21.3,21.6,0,204127,274,8787.02,0,0,0,
965,2001-05-21,10,KGHM,PLKGHM000017,21.6,22.8,21.6,22.8,5.55,391767,583,17664.91,0,0,0,
966,2001-05-22,10,KGHM,PLKGHM000017,22.9,23.3,22.9,23,0.87,277619,344,12803.83,0,0,0,
967,2001-05-23,10,KGHM,PLKGHM000017,22.8,23.1,22.7,22.8,-0.86,356496,482,16279.07,0,0,0,
968,2001-05-24,10,KGHM,PLKGHM000017,22.7,22.7,21.9,22.5,-1.31,318875,478,14232.38,0,0,0,
969,2001-05-25,10,KGHM,PLKGHM000017,22.4,22.5,22.3,22.5,0,126730,208,5689.12,0,0,0,
970,2001-05-28,10,KGHM,PLKGHM000017,22.2,23,22.2,23,2.22,132891,239,6050.56,0,0,0,
971,2001-05-29,10,KGHM,PLKGHM000017,23.2,23.3,22.9,23.3,1.3,236325,470,10938.41,0,0,0,
972,2001-05-30,10,KGHM,PLKGHM000017,23,23,22.4,22.4,-3.86,244225,676,11040.25,0,0,0,
973,2001-05-31,10,KGHM,PLKGHM000017,22,22.8,22,22.7,1.33,304352,411,13749.46,0,0,0,
974,2001-06-01,10,KGHM,PLKGHM000017,22.7,22.7,22.2,22.3,-1.76,270223,306,12111.8,0,0,0,
975,2001-06-04,10,KGHM,PLKGHM000017,22.2,22.3,21.4,21.5,-3.58,93926,196,4088.41,0,0,0,
976,2001-06-05,10,KGHM,PLKGHM000017,21.3,22,21.3,22,2.32,241737,239,10528.58,0,0,0,
977,2001-06-06,10,KGHM,PLKGHM000017,21.9,21.9,20.7,20.8,-5.45,446744,512,18866.71,0,0,0,
978,2001-06-07,10,KGHM,PLKGHM000017,20.4,20.5,19.8,19.95,-4.08,392163,505,15717.52,0,0,0,
979,2001-06-08,10,KGHM,PLKGHM000017,20,20.5,19.55,19.65,-1.5,206634,345,8274.82,0,0,0,
980,2001-06-11,10,KGHM,PLKGHM000017,19.3,19.65,19.15,19.4,-1.27,240110,370,9297.07,0,0,0,
981,2001-06-12,10,KGHM,PLKGHM000017,19.3,19.8,18.9,19.1,-1.54,465963,1643,18047.93,0,0,0,
982,2001-06-13,10,KGHM,PLKGHM000017,19.75,19.75,18.95,19.2,0.52,275285,347,10625.81,0,0,0,
983,2001-06-15,10,KGHM,PLKGHM000017,18.9,18.95,18.2,18.35,-4.42,452368,629,16810.96,0,0,0,
984,2001-06-18,10,KGHM,PLKGHM000017,18.3,18.55,18.1,18.4,0.27,506662,556,18600.23,0,0,0,
985,2001-06-19,10,KGHM,PLKGHM000017,18.5,18.5,17.55,18,-2.17,336674,494,12133.24,0,0,0,
986,2001-06-20,10,KGHM,PLKGHM000017,17.5,17.8,17.25,17.3,-3.89,246873,491,8598.93,0,0,0,
987,2001-06-21,10,KGHM,PLKGHM000017,17.3,17.9,17.3,17.9,3.47,158074,267,5629.13,0,0,0,
988,2001-06-22,10,KGHM,PLKGHM000017,18,18.15,17.7,17.8,-0.56,87581,220,3141.4,0,0,0,
989,2001-06-25,10,KGHM,PLKGHM000017,17.6,18.05,17.6,17.95,0.84,261312,348,9400.95,0,0,0,
990,2001-06-26,10,KGHM,PLKGHM000017,18,18,17.35,17.35,-3.34,172903,326,6088.5,0,0,0,
991,2001-06-27,10,KGHM,PLKGHM000017,17.7,17.7,17.1,17.1,-1.44,184327,395,6417.42,0,0,0,
992,2001-06-28,10,KGHM,PLKGHM000017,17,17.2,16.7,17,-0.58,78023,246,2651.79,0,0,0,
993,2001-06-29,10,KGHM,PLKGHM000017,17.25,17.4,16.7,16.75,-1.47,79797,247,2717.67,0,0,0,
994,2001-07-02,10,KGHM,PLKGHM000017,16.6,16.85,16.3,16.5,-1.49,72254,198,2388.49,0,0,0,
995,2001-07-03,10,KGHM,PLKGHM000017,16.5,16.6,16.25,16.35,-0.91,147434,679,4850.09,0,0,0,
996,2001-07-04,10,KGHM,PLKGHM000017,16.4,16.75,16.35,16.5,0.92,378153,499,12484.71,0,0,0,
997,2001-07-05,10,KGHM,PLKGHM000017,16.55,17.15,16.5,17.05,3.33,230584,376,7752.54,0,0,0,
998,2001-07-06,10,KGHM,PLKGHM000017,17.1,18.2,17.1,18.2,6.74,637014,747,22726.3,0,0,0,
999,2001-07-09,10,KGHM,PLKGHM000017,18.3,18.45,17.2,18.25,0.27,548766,642,19908.29,0,0,0,
