LP.,Data,Typ instrumentu,Nazwa,ISIN,Kurs otwarcia,Kurs maksymalny,Kurs minimalny,Kurs zamkniecia,Zmiana,Wolumen obrotu,Liczba transakcji,Wartosc obrotu w tys. zl,Liczba otwartych pozycji,Wartosc otwartych pozycji w mln zl,Cena nominalna obligacji,Waluta
466,1999-05-20,10,KGHM,PLKGHM000017,26,26.2,26,25.5,-7.3,95429,8,4637.38,0,0,0,
467,1999-05-21,10,KGHM,PLKGHM000017,27.3,27.3,27,27.6,8.2,241210,29,1774.65,0,0,0,
468,1999-05-24,10,KGHM,PLKGHM000017,26.5,26.7,26.5,25.5,-7.6,38757,24,930.15,0,0,0,
469,1999-05-25,10,KGHM,PLKGHM000017,26,26.1,25.8,25.6,0.4,84704,20,2224.84,0,0,0,
470,1999-05-26,10,KGHM,PLKGHM000017,26,26,25.5,25.5,-0.4,39375,11,270,0,0,0,
471,1999-05-27,10,KGHM,PLKGHM000017,25.6,25.6,25,26,2,103360,3,5166.72,0,0,0,
472,1999-05-28,10,KGHM,PLKGHM000017,24.5,24.6,24,24.1,-7.3,110249,26,4109,0,0,0,
473,1999-05-31,10,KGHM,PLKGHM000017,0,0,0,23.4,-2.9,39330,15,376.6,0,0,0,
474,1999-06-01,10,KGHM,PLKGHM000017,22.8,22.9,22.4,22.8,-2.6,112240,30,3978.14,0,0,0,
475,1999-06-02,10,KGHM,PLKGHM000017,22.3,23.4,22,22.3,-2.2,78756,21,456.2,0,0,0,
476,1999-06-07,10,KGHM,PLKGHM000017,21.6,21.6,21.2,22,-1.3,144554,26,917.2,0,0,0,
477,1999-06-08,10,KGHM,PLKGHM000017,0,0,0,20.8,-5.5,91544,34,2560.23,0,0,0,
478,1999-06-09,10,KGHM,PLKGHM000017,20.6,21.5,20.5,20.1,-3.4,145889,367,4879.84,0,0,0,
479,1999-06-10,10,KGHM,PLKGHM000017,22,22.5,22,21.6,7.5,124911,262,3624.96,0,0,0,
480,1999-06-11,10,KGHM,PLKGHM000017,22.5,22.7,22,22.6,4.6,113844,281,4015.75,0,0,0,
481,1999-06-14,10,KGHM,PLKGHM000017,22.4,22.5,22.3,22,-2.7,106185,219,3363.14,0,0,0,
482,1999-06-15,10,KGHM,PLKGHM000017,22.3,22.3,22.1,22,0,97247,286,431.25,0,0,0,
483,1999-06-16,10,KGHM,PLKGHM000017,21.3,21.4,21.1,21.8,-0.9,28097,148,117.25,0,0,0,
484,1999-06-17,10,KGHM,PLKGHM000017,22.2,22.9,22.2,21.6,-0.9,268820,276,8274.9,0,0,0,
485,1999-06-18,10,KGHM,PLKGHM000017,24,24.5,23.7,23.7,9.7,115021,348,4160.35,0,0,0,
486,1999-06-21,10,KGHM,PLKGHM000017,22.9,23.1,22.9,23.7,0,42630,262,287.6,0,0,0,
487,1999-06-22,10,KGHM,PLKGHM000017,24.4,24.5,22.3,24.4,3,181163,547,7083.95,0,0,0,
488,1999-06-23,10,KGHM,PLKGHM000017,23.4,23.5,23,23.8,-2.5,163387,294,6135.02,0,0,0,
489,1999-06-24,10,KGHM,PLKGHM000017,22.6,22.6,22.2,23,-3.4,184586,250,7720.46,0,0,0,
490,1999-06-25,10,KGHM,PLKGHM000017,24.4,24.8,24.1,24,4.3,297747,459,7535.86,0,0,0,
491,1999-06-28,10,KGHM,PLKGHM000017,25.4,25.7,25,25.2,5,230646,738,9973.96,0,0,0,
492,1999-06-29,10,KGHM,PLKGHM000017,24.2,24.8,24.2,25.1,-0.4,133136,613,6432.43,0,0,0,
493,1999-06-30,10,KGHM,PLKGHM000017,24.1,25.7,24.1,24.7,-1.6,101660,40,2947.2,0,0,0,
494,1999-07-01,10,KGHM,PLKGHM000017,27.6,27.6,26.5,27,9.3,344263,98,5381.6,0,0,0,
495,1999-07-02,10,KGHM,PLKGHM000017,26.5,26.5,26.1,27,0,180760,1125,7682.04,0,0,0,
496,1999-07-05,10,KGHM,PLKGHM000017,24.1,25,24.1,25.2,-6.7,155517,367,6666.26,0,0,0,
497,1999-07-06,10,KGHM,PLKGHM000017,24,24.2,23.8,23.8,-5.6,146025,321,706.7,0,0,0,
498,1999-07-07,10,KGHM,PLKGHM000017,23,23.6,23,21.5,-9.7,2134689,3867,77461.88,0,0,0,
499,1999-07-08,10,KGHM,PLKGHM000017,24.5,25.8,24.5,23.5,9.3,1881839,441,75991.43,0,0,0,
500,1999-07-09,10,KGHM,PLKGHM000017,29.1,29.3,28.2,25.8,9.8,1412872,3250,46356,0,0,0,
501,1999-07-12,10,KGHM,PLKGHM000017,28.5,28.7,28.3,28,8.5,973035,2626,36443.96,0,0,0,
502,1999-07-13,10,KGHM,PLKGHM000017,27.5,28,27.4,27.7,-1.1,558865,1579,9468.85,0,0,0,
503,1999-07-14,10,KGHM,PLKGHM000017,27,28.5,26.5,27,-2.5,478245,1373,6643.15,0,0,0,
504,1999-07-15,10,KGHM,PLKGHM000017,28.4,29,28.4,27.9,3.3,564216,1234,17254.25,0,0,0,
505,1999-07-16,10,KGHM,PLKGHM000017,28,28.1,27.5,28,0.4,714930,2083,4715.65,0,0,0,
506,1999-07-19,10,KGHM,PLKGHM000017,27,27.8,27,27.5,-1.8,209434,664,8232.62,0,0,0,
507,1999-07-20,10,KGHM,PLKGHM000017,28,28,27.7,27.5,0,363944,890,4656.6,0,0,0,
508,1999-07-21,10,KGHM,PLKGHM000017,26.7,27,26.7,27,-1.8,174334,575,7834.54,0,0,0,
509,1999-07-22,10,KGHM,PLKGHM000017,26.7,26.7,26,26.9,-0.4,174552,397,5880.45,0,0,0,
510,1999-07-23,10,KGHM,PLKGHM000017,25.3,25.7,24.8,25,-7.1,98202,443,3610.1,0,0,0,
511,1999-07-26,10,KGHM,PLKGHM000017,23.8,24.5,23.6,25,0,114572,429,4491.1,0,0,0,
512,1999-07-27,10,KGHM,PLKGHM000017,24.9,25.6,24.9,24.9,-0.4,177447,403,7156.11,0,0,0,
513,1999-07-28,10,KGHM,PLKGHM000017,25.3,25.5,25.3,25.2,1.2,180340,409,8446.54,0,0,0,
514,1999-07-29,10,KGHM,PLKGHM000017,25,25.6,25,25.3,0.4,104737,293,3769.04,0,0,0,
515,1999-07-30,10,KGHM,PLKGHM000017,26.3,26.4,25.9,26,2.8,138839,434,5932.63,0,0,0,
516,1999-08-02,10,KGHM,PLKGHM000017,25,26.2,25,25.6,-1.5,72635,210,2059.8,0,0,0,
517,1999-08-03,10,KGHM,PLKGHM000017,26.1,26.2,25.3,26,1.6,129068,453,684.15,0,0,0,
518,1999-08-04,10,KGHM,PLKGHM000017,25,25.6,25,25,-3.8,99879,285,593.4,0,0,0,
519,1999-08-05,10,KGHM,PLKGHM000017,25.6,26,25.6,25.6,2.4,118314,300,5059.28,0,0,0,
520,1999-08-06,10,KGHM,PLKGHM000017,26.5,26.9,25.6,26,1.6,254446,633,1837.25,0,0,0,
521,1999-08-09,10,KGHM,PLKGHM000017,25.5,26.9,25.5,26,0,138712,416,4600.02,0,0,0,
522,1999-08-10,10,KGHM,PLKGHM000017,25.1,25.1,24.8,25.2,-3.1,64954,420,473.55,0,0,0,
523,1999-08-11,10,KGHM,PLKGHM000017,24.9,25.3,24.9,25,-0.8,52523,217,828.15,0,0,0,
524,1999-08-12,10,KGHM,PLKGHM000017,25.5,25.7,25.1,25,0,109451,306,4160.05,0,0,0,
525,1999-08-13,10,KGHM,PLKGHM000017,25.6,25.7,25.1,25.5,2,175915,376,6281.42,0,0,0,
526,1999-08-16,10,KGHM,PLKGHM000017,25.4,25.5,25.1,25.5,0,94409,407,616.4,0,0,0,
527,1999-08-17,10,KGHM,PLKGHM000017,24.9,25.1,24.9,25.1,-1.6,116560,392,5449.71,0,0,0,
528,1999-08-18,10,KGHM,PLKGHM000017,24.4,24.9,24.3,24.7,-1.6,103173,275,752.9,0,0,0,
529,1999-08-19,10,KGHM,PLKGHM000017,25,25,24.5,25,1.2,85846,319,743.55,0,0,0,
530,1999-08-20,10,KGHM,PLKGHM000017,24.6,24.7,24.3,24.7,-1.2,69721,215,381.15,0,0,0,
531,1999-08-23,10,KGHM,PLKGHM000017,25,25.6,25,25,1.2,247296,517,8527.3,0,0,0,
532,1999-08-24,10,KGHM,PLKGHM000017,25.4,25.6,25.4,25.3,1.2,213748,535,8108.55,0,0,0,
533,1999-08-25,10,KGHM,PLKGHM000017,25.5,26.1,25.5,25.5,0.8,164905,569,4903.91,0,0,0,
534,1999-08-26,10,KGHM,PLKGHM000017,25.9,25.9,25.5,26,2,274363,822,1413.45,0,0,0,
535,1999-08-27,10,KGHM,PLKGHM000017,26,26.4,26,25.8,-0.8,164179,468,4937.04,0,0,0,
536,1999-08-30,10,KGHM,PLKGHM000017,26.1,26.5,25.9,26.1,1.2,142277,82,5652.06,0,0,0,
537,1999-08-31,10,KGHM,PLKGHM000017,25.5,25.6,25.5,25.7,-1.5,144669,363,5328.59,0,0,0,
538,1999-09-01,10,KGHM,PLKGHM000017,25.6,25.9,25.5,25.6,-0.4,197036,339,7630.64,0,0,0,
539,1999-09-02,10,KGHM,PLKGHM000017,25.8,26,25.7,26,1.6,465055,744,981.95,0,0,0,
540,1999-09-03,10,KGHM,PLKGHM000017,25.5,26.3,25.5,26,0,198774,486,7870.85,0,0,0,
541,1999-09-06,10,KGHM,PLKGHM000017,25.6,25.9,25.5,26,0,278579,838,13381.11,0,0,0,
542,1999-09-07,10,KGHM,PLKGHM000017,25.1,25.4,25.1,25.2,-3.1,148885,333,6130.4,0,0,0,
543,1999-09-08,10,KGHM,PLKGHM000017,25.5,25.8,25.5,26,3.2,212527,972,7437.4,0,0,0,
544,1999-09-09,10,KGHM,PLKGHM000017,25.7,26,25.5,25.4,-2.3,141542,265,4794.35,0,0,0,
545,1999-09-10,10,KGHM,PLKGHM000017,25.6,26,25.6,26,2.4,107801,1033,4539.65,0,0,0,
546,1999-09-13,10,KGHM,PLKGHM000017,25.6,25.8,25.6,25.9,-0.4,154448,293,6744.26,0,0,0,
547,1999-09-14,10,KGHM,PLKGHM000017,25.4,25.6,24.8,25.7,-0.8,197815,434,5554.54,0,0,0,
548,1999-09-15,10,KGHM,PLKGHM000017,24.2,25.5,24.2,24.9,-3.1,200519,588,6064.1,0,0,0,
549,1999-09-16,10,KGHM,PLKGHM000017,24.6,25.4,24.6,25,0.4,252400,444,7157.5,0,0,0,
550,1999-09-17,10,KGHM,PLKGHM000017,25,25.7,25,25.2,0.8,184076,372,7034.63,0,0,0,
551,1999-09-20,10,KGHM,PLKGHM000017,25.4,25.4,24.9,25.5,1.2,173751,441,931.2,0,0,0,
552,1999-09-21,10,KGHM,PLKGHM000017,24.5,24.8,24.5,24,-5.9,141953,338,3980.55,0,0,0,
553,1999-09-22,10,KGHM,PLKGHM000017,24,24,23.6,24,0,88197,225,819.75,0,0,0,
554,1999-09-23,10,KGHM,PLKGHM000017,23.5,23.8,22.8,23.4,-2.5,279340,366,9715.21,0,0,0,
555,1999-09-24,10,KGHM,PLKGHM000017,22.6,22.6,21.5,22.3,-4.7,87552,307,915.15,0,0,0,
556,1999-09-27,10,KGHM,PLKGHM000017,22.5,23.4,22.5,22.3,0,154823,272,5132.26,0,0,0,
557,1999-09-28,10,KGHM,PLKGHM000017,23.2,23.2,23,23,3.1,292225,376,2381.75,0,0,0,
558,1999-09-29,10,KGHM,PLKGHM000017,22.9,23.3,22.8,23.1,0.4,128331,276,4519.79,0,0,0,
559,1999-09-30,10,KGHM,PLKGHM000017,23,23.2,22.9,23,-0.4,226088,280,9917.05,0,0,0,
560,1999-10-01,10,KGHM,PLKGHM000017,23.2,23.3,23,23,0,205818,276,7558.63,0,0,0,
561,1999-10-04,10,KGHM,PLKGHM000017,23.1,23.7,23.1,23,0,171265,368,6741.99,0,0,0,
562,1999-10-05,10,KGHM,PLKGHM000017,23.7,24,23.7,23.5,2.2,196476,298,7523.57,0,0,0,
563,1999-10-06,10,KGHM,PLKGHM000017,23.2,23.8,23.2,23.6,0.4,87868,270,2226.33,0,0,0,
564,1999-10-07,10,KGHM,PLKGHM000017,23.6,23.8,23.3,23.6,0,78734,208,618.68,0,0,0,
565,1999-10-08,10,KGHM,PLKGHM000017,23.4,23.7,23.4,23.5,-0.4,166129,253,4748.36,0,0,0,
566,1999-10-11,10,KGHM,PLKGHM000017,22.5,23,22.5,23.5,0,161359,326,5304.37,0,0,0,
567,1999-10-12,10,KGHM,PLKGHM000017,22.4,22.7,22.3,22.7,-3.4,141176,353,5147.27,0,0,0,
568,1999-10-13,10,KGHM,PLKGHM000017,22.5,23.2,22.5,22.5,-0.9,258928,359,9252.76,0,0,0,
569,1999-10-14,10,KGHM,PLKGHM000017,22.8,23,22.6,22.5,0,104592,297,944.64,0,0,0,
570,1999-10-15,10,KGHM,PLKGHM000017,22.9,23,22.5,22.9,1.8,334106,344,8418.31,0,0,0,
571,1999-10-18,10,KGHM,PLKGHM000017,22,22.6,22,22.4,-2.2,137006,471,3996.43,0,0,0,
572,1999-10-19,10,KGHM,PLKGHM000017,22.5,22.7,22.5,22.6,0.9,119448,324,645.82,0,0,0,
573,1999-10-20,10,KGHM,PLKGHM000017,22.8,23,22.6,22.8,0.9,293892,399,7649.64,0,0,0,
574,1999-10-21,10,KGHM,PLKGHM000017,23.2,23.4,22.9,23.2,1.8,201155,496,4916.31,0,0,0,
575,1999-10-22,10,KGHM,PLKGHM000017,23,23.3,22.8,23,-0.9,64593,296,895.14,0,0,0,
576,1999-10-25,10,KGHM,PLKGHM000017,22.9,23,22.7,23,0,61010,316,510.42,0,0,0,
577,1999-10-26,10,KGHM,PLKGHM000017,22.6,23,22.5,23,0,60453,278,608.88,0,0,0,
578,1999-10-27,10,KGHM,PLKGHM000017,22.5,23,22.5,22.8,-0.9,50786,196,652.1,0,0,0,
579,1999-10-28,10,KGHM,PLKGHM000017,22.7,23.4,22.7,23,0.9,103460,337,3599.96,0,0,0,
580,1999-10-29,10,KGHM,PLKGHM000017,23.1,24,23.1,23.6,2.6,199357,388,5473.17,0,0,0,
581,1999-11-02,10,KGHM,PLKGHM000017,23.5,23.7,23.3,24,1.7,86467,337,878.42,0,0,0,
582,1999-11-03,10,KGHM,PLKGHM000017,23.4,24.8,23.4,23.5,-2.1,140302,482,3572.09,0,0,0,
583,1999-11-04,10,KGHM,PLKGHM000017,24.2,24.4,24.1,24.5,4.3,223004,657,9422.9,0,0,0,
584,1999-11-05,10,KGHM,PLKGHM000017,24,24.7,23.7,24.1,-1.6,201302,377,5885.32,0,0,0,
585,1999-11-08,10,KGHM,PLKGHM000017,24.1,24.5,24,24.3,0.8,131093,427,3508.58,0,0,0,
586,1999-11-09,10,KGHM,PLKGHM000017,24.6,25.1,24.3,24.4,0.4,207851,429,6895.3,0,0,0,
587,1999-11-10,10,KGHM,PLKGHM000017,24.2,24.3,23.7,24,-1.6,161924,335,5660.35,0,0,0,
588,1999-11-15,10,KGHM,PLKGHM000017,22.8,23.1,22.6,23.2,-3.3,289379,493,7006.76,0,0,0,
589,1999-11-16,10,KGHM,PLKGHM000017,23,23.4,23,23,-0.9,43496,262,485.72,0,0,0,
590,1999-11-17,10,KGHM,PLKGHM000017,23.3,23.6,22.9,23.4,1.7,226958,315,5511.07,0,0,0,
591,1999-11-18,10,KGHM,PLKGHM000017,23.1,23.6,23.1,23,-1.7,135341,286,4670.89,0,0,0,
592,1999-11-19,10,KGHM,PLKGHM000017,23.1,23.7,23,23.3,1.3,166694,320,5908.6,0,0,0,
593,1999-11-22,10,KGHM,PLKGHM000017,23.4,23.8,23.3,23.7,1.7,104179,108,3734.12,0,0,0,
594,1999-11-23,10,KGHM,PLKGHM000017,23,23.4,23,23,-3,86496,422,899.18,0,0,0,
595,1999-11-24,10,KGHM,PLKGHM000017,23.3,23.6,23.2,23.3,1.3,259034,395,6826.7,0,0,0,
596,1999-11-25,10,KGHM,PLKGHM000017,23.7,24.3,23.5,23.5,0.9,147068,438,4266.1,0,0,0,
597,1999-11-26,10,KGHM,PLKGHM000017,23.7,23.8,23.4,24,2.1,131402,91,4876.9,0,0,0,
598,1999-11-29,10,KGHM,PLKGHM000017,23.5,23.5,23,23.6,-1.7,124027,100,3026.79,0,0,0,
599,1999-11-30,10,KGHM,PLKGHM000017,23.5,23.8,23.4,23.3,-1.3,94496,327,3205.89,0,0,0,
600,1999-12-01,10,KGHM,PLKGHM000017,23.6,24.6,23.6,23.7,1.7,585743,752,14168.2,0,0,0,
601,1999-12-02,10,KGHM,PLKGHM000017,24.5,24.6,23.9,24.3,2.5,218649,719,7457.62,0,0,0,
602,1999-12-03,10,KGHM,PLKGHM000017,23.8,24.2,23.7,24,-1.2,75271,353,1911.56,0,0,0,
603,1999-12-06,10,KGHM,PLKGHM000017,24.3,24.4,24.1,24.2,0.8,118847,479,3143.43,0,0,0,
604,1999-12-07,10,KGHM,PLKGHM000017,24.1,24.5,24.1,24.1,-0.4,133883,449,3481.28,0,0,0,
605,1999-12-08,10,KGHM,PLKGHM000017,25.1,25.2,24.2,24.5,1.7,291515,737,7532.04,0,0,0,
606,1999-12-09,10,KGHM,PLKGHM000017,24.2,24.7,24.2,24.6,0.4,186050,555,4708.88,0,0,0,
607,1999-12-10,10,KGHM,PLKGHM000017,24.5,24.5,23.9,24.6,0,264333,617,7578.42,0,0,0,
608,1999-12-13,10,KGHM,PLKGHM000017,24,24.3,23.8,24.4,-0.8,148886,201,3936.72,0,0,0,
609,1999-12-14,10,KGHM,PLKGHM000017,23.6,23.6,23.3,23.3,-4.5,416492,754,7316.5,0,0,0,
610,1999-12-15,10,KGHM,PLKGHM000017,23.3,23.3,22.9,23.5,0.9,261986,457,7730.84,0,0,0,
611,1999-12-16,10,KGHM,PLKGHM000017,23.1,23.4,23,23.2,-1.3,111926,349,2989.37,0,0,0,
612,1999-12-17,10,KGHM,PLKGHM000017,23.5,24,23.4,23.5,1.3,189317,402,4841.8,0,0,0,
613,1999-12-20,10,KGHM,PLKGHM000017,23.6,23.8,23.5,23.8,1.3,94182,350,2807.54,0,0,0,
614,1999-12-21,10,KGHM,PLKGHM000017,23.8,24.4,23.6,23.6,-0.8,288944,542,6903.3,0,0,0,
615,1999-12-22,10,KGHM,PLKGHM000017,25,25.9,25,24.6,4.2,294126,818,4616.24,0,0,0,
616,1999-12-23,10,KGHM,PLKGHM000017,26,26.7,26,25.6,4.1,358869,1074,9386.4,0,0,0,
617,1999-12-27,10,KGHM,PLKGHM000017,27,27.3,25.9,26.6,3.9,340681,892,7052.76,0,0,0,
618,1999-12-28,10,KGHM,PLKGHM000017,25.8,26.3,25.8,26.4,-0.8,213884,709,5867.9,0,0,0,
619,1999-12-29,10,KGHM,PLKGHM000017,26,26.3,25.8,26,-1.5,209769,746,7039.19,0,0,0,
620,2000-01-03,10,KGHM,PLKGHM000017,27.6,27.7,26.6,26.7,5.8,316036,741,9797.48,0,0,0,
621,2000-01-04,10,KGHM,PLKGHM000017,26,26.1,25.2,25.5,-3.6,430589,706,9889.22,0,0,0,
622,2000-01-05,10,KGHM,PLKGHM000017,25,25.4,24.8,25.1,-6.4,325370,568,9091.36,0,0,0,
623,2000-01-06,10,KGHM,PLKGHM000017,24.8,26.2,24.8,26,0.8,351632,554,7096.6,0,0,0,
624,2000-01-07,10,KGHM,PLKGHM000017,27.2,28.5,26.9,27.9,6,845487,1230,7329.21,0,0,0,
625,2000-01-10,10,KGHM,PLKGHM000017,28.8,29.7,28.4,28.6,6,1036131,799,34800.72,0,0,0,
626,2000-01-11,10,KGHM,PLKGHM000017,27.8,28.5,27.4,27.7,0.7,570683,541,17279.02,0,0,0,
627,2000-01-12,10,KGHM,PLKGHM000017,27.8,28,27.6,27.9,-1.8,330856,185,3776.02,0,0,0,
628,2000-01-13,10,KGHM,PLKGHM000017,30,31.5,29.8,30.5,4,1360497,1331,53051.58,0,0,0,
629,2000-01-14,10,KGHM,PLKGHM000017,30.8,31.3,30.4,30.7,5.2,1801483,3903,56865.21,0,0,0,
630,2000-01-17,10,KGHM,PLKGHM000017,30,30.8,30,30.7,0.3,567307,635,19062.93,0,0,0,
631,2000-01-18,10,KGHM,PLKGHM000017,30.4,30.8,29.1,29.9,-1,841534,454,37558.45,0,0,0,
632,2000-01-19,10,KGHM,PLKGHM000017,29,29.5,28.8,29.3,-3,422352,891,13840.15,0,0,0,
633,2000-01-20,10,KGHM,PLKGHM000017,29.2,30.9,29.2,30.3,0.7,955301,359,31429.6,0,0,0,
634,2000-01-21,10,KGHM,PLKGHM000017,30.3,30.9,30.3,30.9,1.7,523086,1355,16130.16,0,0,0,
635,2000-01-24,10,KGHM,PLKGHM000017,30.1,30.4,29.7,30,2.7,426864,1143,13666.82,0,0,0,
636,2000-01-25,10,KGHM,PLKGHM000017,29,29.3,28.4,29.2,-5.2,485431,679,14771.17,0,0,0,
637,2000-01-26,10,KGHM,PLKGHM000017,29.9,30.3,29.6,29.9,1.4,374934,598,8506.09,0,0,0,
638,2000-01-27,10,KGHM,PLKGHM000017,29.7,30.2,29.6,30.2,0.3,182504,386,6692,0,0,0,
639,2000-01-28,10,KGHM,PLKGHM000017,30,30.2,29.2,29.7,0.3,397962,250,7924.54,0,0,0,
640,2000-01-31,10,KGHM,PLKGHM000017,29.3,29.3,28.9,29.2,-1.7,215350,384,6341.65,0,0,0,
641,2000-02-01,10,KGHM,PLKGHM000017,30,30.3,29.1,29.6,0.7,462099,757,16289.9,0,0,0,
642,2000-02-02,10,KGHM,PLKGHM000017,29.1,29.7,29.1,29.6,0,322352,454,4770.27,0,0,0,
643,2000-02-03,10,KGHM,PLKGHM000017,30.2,31,30.1,30.3,0.3,400332,359,3808.45,0,0,0,
644,2000-02-04,10,KGHM,PLKGHM000017,30.5,30.9,29.4,30.2,3,688076,237,24099.64,0,0,0,
645,2000-02-07,10,KGHM,PLKGHM000017,29.6,29.8,29.3,29.7,-1.6,321617,128,8635.5,0,0,0,
646,2000-02-08,10,KGHM,PLKGHM000017,29.8,30.2,29.5,30.2,-0.7,231610,140,7441.66,0,0,0,
647,2000-02-09,10,KGHM,PLKGHM000017,31.3,31.6,29.5,30,1.7,624645,1126,26735.2,0,0,0,
648,2000-02-10,10,KGHM,PLKGHM000017,29.3,29.9,29.3,29.9,-3.3,496950,444,7073.02,0,0,0,
649,2000-02-11,10,KGHM,PLKGHM000017,30,30,29.5,29.7,2.4,394001,673,7215.06,0,0,0,
650,2000-02-14,10,KGHM,PLKGHM000017,29,29.5,29,29.4,-1.7,337727,363,6384.15,0,0,0,
651,2000-02-15,10,KGHM,PLKGHM000017,29.6,29.8,29.4,29.8,1,186336,367,7276.33,0,0,0,
652,2000-02-16,10,KGHM,PLKGHM000017,29.4,29.8,29.4,29.8,0.7,304629,831,4292.75,0,0,0,
653,2000-02-17,10,KGHM,PLKGHM000017,29.8,31.1,29.8,30,0.7,503450,665,16821.95,0,0,0,
654,2000-02-18,10,KGHM,PLKGHM000017,31,31,30.2,30.6,-0.3,717109,820,21913.35,0,0,0,
655,2000-02-21,10,KGHM,PLKGHM000017,29.5,29.5,29,29.2,-3.7,291358,427,4703.3,0,0,0,
656,2000-02-22,10,KGHM,PLKGHM000017,29.8,29.8,29.1,29.4,2.8,241346,421,8332.7,0,0,0,
657,2000-02-23,10,KGHM,PLKGHM000017,30.5,33,30.1,31.4,0.7,1296546,1596,68321.7,0,0,0,
658,2000-02-24,10,KGHM,PLKGHM000017,33.6,34.5,31.7,33.1,6.7,1698866,3585,71137.35,0,0,0,
659,2000-02-25,10,KGHM,PLKGHM000017,33.9,34.7,33.2,33.4,10,1481664,2498,56701.15,0,0,0,
660,2000-02-28,10,KGHM,PLKGHM000017,31.8,33.6,31.8,33.2,-6.5,774528,1224,27545.65,0,0,0,
661,2000-02-29,10,KGHM,PLKGHM000017,33.1,33.2,32.5,32.8,1.8,632165,878,23390.9,0,0,0,
662,2000-03-01,10,KGHM,PLKGHM000017,32.4,33.2,32.4,33.1,-2.1,854133,644,37515.52,0,0,0,
663,2000-03-02,10,KGHM,PLKGHM000017,32.5,33,32.2,32.5,-0.6,410695,573,9287.41,0,0,0,
664,2000-03-03,10,KGHM,PLKGHM000017,33,33,32.6,32.9,0,371983,432,8214.09,0,0,0,
665,2000-03-06,10,KGHM,PLKGHM000017,32.8,32.8,32.1,32.2,1.5,312075,695,4438.6,0,0,0,
666,2000-03-07,10,KGHM,PLKGHM000017,31,31.8,31,31.2,-3.9,204367,492,8828.45,0,0,0,
667,2000-03-08,10,KGHM,PLKGHM000017,30.5,31.2,30.5,30.8,-4.1,539054,688,19695.7,0,0,0,
668,2000-03-09,10,KGHM,PLKGHM000017,30.2,30.4,29.5,29.5,1.6,319969,763,6957.58,0,0,0,
669,2000-03-10,10,KGHM,PLKGHM000017,29.8,30.3,29.5,29.8,-3.9,556531,871,20213.4,0,0,0,
670,2000-03-13,10,KGHM,PLKGHM000017,28.8,28.8,26.6,27.2,-4.4,319427,696,7391.59,0,0,0,
671,2000-03-14,10,KGHM,PLKGHM000017,28.5,32.7,27.6,31.9,-2.1,1333709,1754,74182.65,0,0,0,
672,2000-03-15,10,KGHM,PLKGHM000017,32.1,32.8,31.1,31.4,9.7,1056247,2212,56377.9,0,0,0,
673,2000-03-16,10,KGHM,PLKGHM000017,31.5,32.4,31.5,31.9,7.8,649228,1228,27042.05,0,0,0,
674,2000-03-17,10,KGHM,PLKGHM000017,31.9,32,31.2,31.2,-0.6,383731,631,14243.65,0,0,0,
675,2000-03-20,10,KGHM,PLKGHM000017,31.7,31.7,31.2,31.4,-5.2,361707,755,11457.68,0,0,0,
676,2000-03-21,10,KGHM,PLKGHM000017,30.9,30.9,30.4,30.5,0.3,127741,553,4445.44,0,0,0,
677,2000-03-22,10,KGHM,PLKGHM000017,31,31.1,30.5,31,1.9,190841,358,6894.15,0,0,0,
678,2000-03-23,10,KGHM,PLKGHM000017,31.5,31.5,30.8,31,-2.5,235541,379,4304.05,0,0,0,
679,2000-03-24,10,KGHM,PLKGHM000017,30.7,31.8,30.7,31.7,1.6,271826,511,5281.04,0,0,0,
680,2000-03-27,10,KGHM,PLKGHM000017,32.5,32.5,32.2,32.3,3.2,402090,635,7475.55,0,0,0,
681,2000-03-28,10,KGHM,PLKGHM000017,32.3,32.7,32.3,32.5,-0.6,305443,506,8284.15,0,0,0,
682,2000-03-29,10,KGHM,PLKGHM000017,32.7,33.1,32.4,32.7,0.6,364386,507,8266.35,0,0,0,
683,2000-03-30,10,KGHM,PLKGHM000017,32,32,30.4,30.5,-0.9,252064,420,4463.82,0,0,0,
684,2000-03-31,10,KGHM,PLKGHM000017,30.4,31.3,30.1,31.3,-6.5,365500,527,11137,0,0,0,
685,2000-04-03,10,KGHM,PLKGHM000017,30.7,30.9,30.2,30.4,4.7,155622,505,6893.59,0,0,0,
686,2000-04-04,10,KGHM,PLKGHM000017,30,30.6,29.3,30.2,-4.8,167911,454,6210.66,0,0,0,
687,2000-04-05,10,KGHM,PLKGHM000017,29.8,29.8,29,29.3,0.7,177158,457,5499.9,0,0,0,
688,2000-04-06,10,KGHM,PLKGHM000017,30.6,30.6,30.1,30.5,-0.7,85162,298,2811.72,0,0,0,
689,2000-04-07,10,KGHM,PLKGHM000017,30.2,30.3,29.8,30.1,1.7,217336,638,8225,0,0,0,
690,2000-04-10,10,KGHM,PLKGHM000017,29.5,29.9,29.4,29.5,-1.6,169541,297,6170.46,0,0,0,
691,2000-04-11,10,KGHM,PLKGHM000017,28.8,29,28.3,28.5,-3.3,134322,344,4142.48,0,0,0,
692,2000-04-12,10,KGHM,PLKGHM000017,29.7,29.7,29.2,29.3,1,207584,320,7230.3,0,0,0,
693,2000-04-13,10,KGHM,PLKGHM000017,28.3,28.7,28.3,28.7,-2.7,195076,335,7089.43,0,0,0,
